#,state,district,application_status,vendor_selected,vendor_selection_pending_gt_180_days,feasibility_approved,feasibility_rejected,feasibility_pending,residential_installation,rwa_installation,no_of_houses,upto_10_kw,above_10_kw,installation,installation_against_loan,inspection_approved,inspection_rejected,inspection_pending,total_redeem,total_redeem_amt,total_released,total_released_amt,applications_submitted_for_loan,applications_where_loan_sanction_is_pending,applications_in_which_loan_is_sanctioned,applications_where_loan_is_disbursed,applications_where_loan_is_rejected,active_vendor
201.0,GUJARAT,Valsad,9635.0,9311.0,143.0,9623.0,3.0,2.0,8070.0,51.0,1688.0,8091.0,30.0,8121.0,705.0,8040.0,2.0,29.0,7956.0,622823640.0,7700.0,603221310.0,1264.0,199.0,790.0,693.0,275.0,450.0
202.0,HARYANA,Ambala,5870.0,5512.0,235.0,5859.0,8.0,1.0,3892.0,0.0,0.0,3884.0,8.0,3892.0,1415.0,3814.0,2.0,63.0,3749.0,286374060.0,3571.0,272975130.0,2587.0,265.0,1728.0,1428.0,594.0,242.0
203.0,HARYANA,Bhiwani,4805.0,3782.0,539.0,4792.0,7.0,1.0,1879.0,0.0,0.0,1877.0,2.0,1879.0,433.0,1838.0,1.0,17.0,1825.0,133592700.0,1731.0,127047300.0,1363.0,217.0,669.0,522.0,477.0,192.0
204.0,HARYANA,Charkhi Dadri,1675.0,1120.0,360.0,1669.0,0.0,0.0,413.0,0.0,0.0,413.0,0.0,413.0,154.0,401.0,0.0,2.0,398.0,27805980.0,385.0,26901060.0,412.0,19.0,202.0,176.0,191.0,55.0
205.0,HARYANA,Faridabad,3089.0,2031.0,237.0,3073.0,6.0,2.0,882.0,1.0,75.0,870.0,13.0,883.0,183.0,853.0,2.0,21.0,807.0,60885300.0,755.0,56997360.0,746.0,199.0,265.0,214.0,282.0,87.0
206.0,HARYANA,Fatehabad,5703.0,5002.0,446.0,5689.0,7.0,0.0,2539.0,0.0,0.0,2526.0,13.0,2539.0,1171.0,2485.0,8.0,5.0,2434.0,184836720.0,2295.0,174491430.0,2726.0,307.0,1537.0,1305.0,882.0,101.0
207.0,HARYANA,GURUGRAM,5078.0,4200.0,389.0,5048.0,17.0,6.0,2790.0,3.0,247.0,2654.0,139.0,2793.0,300.0,2740.0,3.0,25.0,2686.0,207223500.0,2565.0,197987640.0,814.0,103.0,412.0,326.0,299.0,294.0
208.0,HARYANA,Hisar,8930.0,7456.0,776.0,8903.0,11.0,3.0,3538.0,0.0,0.0,3517.0,21.0,3538.0,1298.0,3430.0,4.0,14.0,3375.0,253529790.0,3205.0,240874170.0,3457.0,338.0,1857.0,1593.0,1262.0,304.0
209.0,HARYANA,Jhajjar,4677.0,3446.0,847.0,4667.0,6.0,3.0,2093.0,2.0,2.0,2080.0,15.0,2095.0,416.0,1921.0,2.0,151.0,1869.0,136893282.0,1744.0,128196882.0,1111.0,189.0,574.0,447.0,348.0,184.0
210.0,HARYANA,Jind,4688.0,3744.0,632.0,4668.0,11.0,3.0,1428.0,1.0,250.0,1427.0,2.0,1429.0,534.0,1355.0,26.0,11.0,1333.0,94248360.0,1256.0,89048220.0,1675.0,130.0,735.0,616.0,810.0,212.0
211.0,HARYANA,Kaithal,6625.0,5615.0,787.0,6612.0,13.0,0.0,3444.0,1.0,802.0,3444.0,1.0,3445.0,800.0,3365.0,0.0,49.0,3302.0,226561860.0,3089.0,212022900.0,1989.0,363.0,998.0,774.0,628.0,190.0
212.0,HARYANA,Karnal,6987.0,6011.0,685.0,6957.0,19.0,2.0,3482.0,1.0,38.0,3464.0,19.0,3483.0,1551.0,3407.0,3.0,37.0,3319.0,248218950.0,3161.0,236373030.0,3313.0,526.0,1966.0,1706.0,821.0,122.0
213.0,HARYANA,Kurukshetra,6424.0,5769.0,397.0,6419.0,1.0,0.0,4224.0,0.0,0.0,4220.0,4.0,4224.0,1199.0,4168.0,10.0,31.0,4094.0,310695450.0,3854.0,292677600.0,2354.0,268.0,1434.0,1225.0,652.0,119.0
214.0,HARYANA,Mahendragarh,3057.0,2268.0,509.0,3052.0,2.0,0.0,1098.0,0.0,0.0,1094.0,4.0,1098.0,319.0,1060.0,1.0,10.0,1047.0,74919510.0,993.0,71060400.0,938.0,104.0,506.0,389.0,328.0,72.0
215.0,HARYANA,NUH,1238.0,989.0,149.0,1206.0,7.0,0.0,301.0,0.0,0.0,300.0,1.0,301.0,131.0,292.0,6.0,1.0,273.0,18451890.0,264.0,17819550.0,576.0,19.0,172.0,143.0,385.0,52.0
216.0,HARYANA,Palwal,1872.0,1366.0,306.0,1861.0,1.0,0.0,431.0,0.0,0.0,430.0,1.0,431.0,193.0,414.0,1.0,2.0,394.0,26885130.0,361.0,24674550.0,784.0,130.0,286.0,215.0,368.0,72.0
217.0,HARYANA,Panchkula,3095.0,2398.0,107.0,3091.0,0.0,3.0,1398.0,4.0,938.0,1384.0,18.0,1402.0,222.0,1347.0,2.0,42.0,1303.0,97396620.0,1225.0,91666830.0,587.0,86.0,307.0,231.0,194.0,97.0
218.0,HARYANA,Panipat,5844.0,3638.0,1658.0,5840.0,1.0,1.0,1982.0,0.0,0.0,1977.0,5.0,1982.0,557.0,1943.0,1.0,34.0,1851.0,134041740.0,1690.0,122556240.0,1593.0,366.0,721.0,581.0,506.0,218.0
219.0,HARYANA,Rewari,8446.0,7677.0,443.0,8438.0,2.0,0.0,4808.0,1.0,23.0,4797.0,12.0,4809.0,1468.0,4726.0,3.0,26.0,4666.0,329772210.0,4447.0,314429370.0,3451.0,175.0,1968.0,1629.0,1308.0,92.0
220.0,HARYANA,Rohtak,5839.0,5082.0,419.0,5827.0,6.0,2.0,3609.0,0.0,0.0,3589.0,20.0,3609.0,838.0,3491.0,7.0,79.0,3439.0,253565934.0,3283.0,242091264.0,1673.0,192.0,1050.0,899.0,431.0,164.0
221.0,HARYANA,Sirsa,9265.0,8515.0,470.0,9242.0,13.0,1.0,4035.0,0.0,0.0,4028.0,7.0,4035.0,2091.0,3915.0,14.0,29.0,3860.0,290443800.0,3607.0,271319820.0,5039.0,544.0,2909.0,2449.0,1586.0,117.0
222.0,HARYANA,Sonipat,5268.0,3416.0,1430.0,5249.0,13.0,0.0,2221.0,1.0,4801.0,2219.0,3.0,2222.0,547.0,2160.0,2.0,35.0,2123.0,156400710.0,2030.0,149812620.0,1123.0,76.0,672.0,584.0,375.0,192.0
223.0,HARYANA,Yamunanagar,7026.0,6177.0,468.0,7014.0,7.0,3.0,3943.0,1.0,25.0,3939.0,5.0,3944.0,1893.0,3826.0,7.0,72.0,3774.0,284968440.0,3540.0,267326610.0,3556.0,435.0,2387.0,2017.0,734.0,108.0
224.0,HIMACHAL PRADESH,Bilaspur,1256.0,1163.0,69.0,1249.0,2.0,1.0,764.0,0.0,0.0,763.0,1.0,764.0,257.0,724.0,0.0,29.0,711.0,60803622.0,669.0,57200022.0,431.0,39.0,313.0,253.0,79.0,42.0
225.0,HIMACHAL PRADESH,Chamba,690.0,658.0,19.0,686.0,2.0,0.0,334.0,0.0,0.0,333.0,1.0,334.0,284.0,280.0,0.0,44.0,278.0,23831016.0,262.0,22458216.0,532.0,57.0,384.0,324.0,91.0,15.0
226.0,HIMACHAL PRADESH,Hamirpur,2003.0,1901.0,71.0,1996.0,4.0,0.0,1393.0,0.0,0.0,1392.0,1.0,1393.0,601.0,1285.0,0.0,84.0,1274.0,109055265.0,1227.0,105023655.0,868.0,60.0,683.0,595.0,125.0,49.0
227.0,HIMACHAL PRADESH,Kangra,2399.0,2089.0,199.0,2389.0,4.0,1.0,1435.0,0.0,0.0,1434.0,1.0,1435.0,474.0,1382.0,2.0,44.0,1373.0,117655494.0,1317.0,112856634.0,781.0,75.0,553.0,485.0,153.0,67.0
228.0,HIMACHAL PRADESH,Kinnaur,41.0,34.0,4.0,40.0,0.0,1.0,15.0,0.0,0.0,15.0,0.0,15.0,15.0,14.0,0.0,1.0,14.0,1182885.0,14.0,1182885.0,21.0,0.0,19.0,5.0,2.0,2.0
229.0,HIMACHAL PRADESH,Kullu,287.0,236.0,33.0,286.0,0.0,0.0,101.0,0.0,0.0,101.0,0.0,101.0,56.0,93.0,0.0,7.0,89.0,7636200.0,86.0,7378800.0,129.0,20.0,79.0,63.0,30.0,12.0
230.0,HIMACHAL PRADESH,Lahaul And Spiti,16.0,13.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,85800.0,1.0,85800.0,0.0,0.0,0.0,0.0,0.0,1.0
231.0,HIMACHAL PRADESH,Mandi,1366.0,1223.0,88.0,1349.0,9.0,4.0,807.0,2.0,2.0,808.0,1.0,809.0,279.0,767.0,1.0,25.0,754.0,64341684.0,724.0,61767684.0,459.0,64.0,322.0,284.0,73.0,47.0
232.0,HIMACHAL PRADESH,Shimla,622.0,518.0,68.0,618.0,1.0,0.0,201.0,0.0,0.0,200.0,1.0,201.0,93.0,188.0,0.0,12.0,182.0,15511353.0,167.0,14226333.0,267.0,12.0,193.0,65.0,62.0,28.0
233.0,HIMACHAL PRADESH,Sirmaur,1025.0,952.0,51.0,1020.0,1.0,0.0,551.0,0.0,0.0,551.0,0.0,551.0,376.0,513.0,0.0,29.0,506.0,43305009.0,498.0,42618609.0,614.0,30.0,447.0,307.0,137.0,18.0
234.0,HIMACHAL PRADESH,Solan,1048.0,957.0,46.0,1042.0,2.0,0.0,507.0,0.0,0.0,506.0,1.0,507.0,276.0,450.0,0.0,48.0,434.0,37209975.0,400.0,34292775.0,553.0,57.0,364.0,195.0,132.0,41.0
235.0,HIMACHAL PRADESH,Una,1127.0,1033.0,68.0,1124.0,1.0,0.0,755.0,1.0,2.0,756.0,0.0,756.0,291.0,715.0,0.0,36.0,710.0,60832431.0,669.0,57335091.0,446.0,38.0,319.0,280.0,89.0,37.0
236.0,JAMMU and KASHMIR,Anantnag,4764.0,3909.0,714.0,4745.0,0.0,5.0,1532.0,0.0,0.0,1531.0,1.0,1532.0,1041.0,1375.0,2.0,106.0,1350.0,115781094.0,1214.0,104112294.0,2594.0,588.0,1418.0,1016.0,588.0,132.0
237.0,JAMMU and KASHMIR,BANDIPORA,2219.0,2018.0,185.0,2216.0,0.0,1.0,632.0,0.0,0.0,632.0,0.0,632.0,554.0,602.0,0.0,22.0,587.0,50359155.0,526.0,45125355.0,1629.0,342.0,724.0,612.0,563.0,100.0
238.0,JAMMU and KASHMIR,BARAMULLA,5449.0,3770.0,1252.0,5429.0,0.0,4.0,1134.0,0.0,0.0,1134.0,0.0,1134.0,851.0,1064.0,1.0,65.0,1037.0,88969650.0,943.0,80904450.0,2541.0,858.0,1134.0,923.0,549.0,146.0
239.0,JAMMU and KASHMIR,Budgam,12729.0,3678.0,8923.0,12712.0,2.0,1.0,1031.0,0.0,0.0,1030.0,1.0,1031.0,757.0,923.0,0.0,95.0,893.0,76602075.0,796.0,68279475.0,2283.0,865.0,1048.0,767.0,370.0,140.0
240.0,JAMMU and KASHMIR,Doda,3802.0,2107.0,1437.0,3782.0,2.0,8.0,913.0,0.0,0.0,913.0,0.0,913.0,79.0,833.0,1.0,60.0,808.0,68271951.0,754.0,63689142.0,220.0,59.0,91.0,79.0,70.0,46.0
241.0,JAMMU and KASHMIR,Ganderbal,2996.0,1971.0,985.0,2994.0,0.0,1.0,550.0,0.0,0.0,550.0,0.0,550.0,393.0,515.0,0.0,28.0,484.0,41527200.0,417.0,35778600.0,1187.0,484.0,541.0,387.0,162.0,90.0
242.0,JAMMU and KASHMIR,Jammu,8022.0,6092.0,1616.0,8013.0,0.0,7.0,3517.0,0.0,0.0,3504.0,13.0,3517.0,1355.0,3422.0,2.0,62.0,3381.0,289720101.0,3230.0,276935901.0,2515.0,516.0,1522.0,1248.0,477.0,250.0
243.0,JAMMU and KASHMIR,Kathua,2964.0,2240.0,615.0,2952.0,1.0,5.0,1349.0,0.0,0.0,1347.0,2.0,1349.0,211.0,1293.0,0.0,39.0,1257.0,107684082.0,1157.0,99104082.0,530.0,242.0,241.0,209.0,47.0,102.0
244.0,JAMMU and KASHMIR,Kishtwar,3174.0,1567.0,1379.0,3170.0,2.0,0.0,338.0,0.0,0.0,338.0,0.0,338.0,11.0,328.0,0.0,7.0,320.0,27234141.0,299.0,25432341.0,79.0,42.0,17.0,9.0,20.0,24.0
245.0,JAMMU and KASHMIR,Kulgam,3574.0,2194.0,985.0,3559.0,0.0,3.0,529.0,0.0,0.0,529.0,0.0,529.0,448.0,473.0,0.0,45.0,468.0,40122720.0,408.0,34974720.0,1270.0,385.0,648.0,479.0,237.0,120.0
246.0,JAMMU and KASHMIR,Kupwara,19823.0,7527.0,11915.0,19772.0,1.0,1.0,2032.0,1.0,1.0,2033.0,0.0,2033.0,1874.0,1715.0,0.0,293.0,1576.0,135215850.0,1389.0,119171250.0,5669.0,1750.0,3059.0,2053.0,860.0,104.0
247.0,JAMMU and KASHMIR,POONCH,1853.0,1088.0,722.0,1838.0,2.0,3.0,282.0,1.0,9.0,283.0,0.0,283.0,47.0,270.0,0.0,13.0,262.0,21683838.0,249.0,20600514.0,210.0,88.0,69.0,44.0,53.0,22.0
248.0,JAMMU and KASHMIR,Pulwama,3301.0,2715.0,525.0,3296.0,1.0,1.0,1019.0,0.0,0.0,1017.0,2.0,1019.0,493.0,939.0,1.0,63.0,914.0,78367245.0,829.0,71074245.0,1691.0,879.0,623.0,504.0,189.0,148.0
249.0,JAMMU and KASHMIR,RAJOURI,2266.0,1754.0,399.0,2261.0,0.0,2.0,750.0,0.0,0.0,749.0,1.0,750.0,256.0,725.0,0.0,21.0,717.0,61306344.0,679.0,58045944.0,677.0,203.0,313.0,239.0,161.0,36.0
250.0,JAMMU and KASHMIR,Ramban,1392.0,893.0,367.0,1389.0,1.0,2.0,411.0,0.0,0.0,411.0,0.0,411.0,77.0,390.0,0.0,13.0,380.0,32325117.0,365.0,31054353.0,240.0,61.0,134.0,100.0,45.0,36.0
251.0,JAMMU and KASHMIR,Reasi,1566.0,1189.0,307.0,1559.0,0.0,1.0,367.0,0.0,0.0,367.0,0.0,367.0,199.0,361.0,0.0,2.0,356.0,30185826.0,333.0,28212426.0,555.0,275.0,232.0,177.0,48.0,34.0
252.0,JAMMU and KASHMIR,Samba,2772.0,2035.0,306.0,2770.0,0.0,0.0,720.0,0.0,0.0,719.0,1.0,720.0,165.0,692.0,0.0,21.0,678.0,58153689.0,631.0,54121089.0,434.0,165.0,200.0,159.0,69.0,150.0
253.0,JAMMU and KASHMIR,SHOPIAN,3118.0,2723.0,339.0,3113.0,1.0,2.0,631.0,1.0,1.0,632.0,0.0,632.0,495.0,521.0,0.0,108.0,492.0,42187200.0,407.0,34894200.0,2032.0,1096.0,759.0,628.0,177.0,84.0
254.0,JAMMU and KASHMIR,Srinagar,8467.0,7616.0,418.0,8458.0,1.0,3.0,3906.0,0.0,0.0,3881.0,25.0,3906.0,2007.0,3727.0,5.0,130.0,3629.0,311303751.0,3369.0,288995751.0,4744.0,1615.0,2400.0,1943.0,729.0,230.0
255.0,JAMMU and KASHMIR,Udhampur,3596.0,1615.0,1838.0,3586.0,0.0,10.0,657.0,0.0,0.0,657.0,0.0,657.0,301.0,637.0,0.0,17.0,602.0,51585864.0,558.0,47810664.0,630.0,110.0,375.0,324.0,145.0,100.0
256.0,JHARKHAND,Bokaro,387.0,208.0,44.0,380.0,0.0,5.0,86.0,0.0,0.0,86.0,0.0,86.0,41.0,82.0,0.0,4.0,82.0,6346500.0,79.0,6112500.0,99.0,4.0,50.0,42.0,45.0,27.0
257.0,JHARKHAND,Chatra,397.0,160.0,51.0,389.0,0.0,3.0,12.0,0.0,0.0,12.0,0.0,12.0,10.0,8.0,0.0,1.0,8.0,624000.0,8.0,624000.0,88.0,8.0,18.0,13.0,62.0,4.0
258.0,JHARKHAND,Deoghar,617.0,494.0,51.0,614.0,0.0,3.0,242.0,0.0,0.0,239.0,3.0,242.0,160.0,236.0,0.0,6.0,224.0,17449230.0,205.0,15968580.0,336.0,51.0,188.0,162.0,97.0,51.0
259.0,JHARKHAND,Dhanbad,469.0,244.0,132.0,464.0,0.0,5.0,80.0,0.0,0.0,79.0,1.0,80.0,26.0,70.0,0.0,9.0,70.0,5402760.0,70.0,5402760.0,85.0,11.0,33.0,26.0,41.0,34.0
260.0,JHARKHAND,Dumka,180.0,119.0,31.0,178.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,10.0,6.0,10.0,0.0,0.0,10.0,780000.0,10.0,780000.0,64.0,2.0,12.0,9.0,50.0,5.0
261.0,JHARKHAND,EAST SINGHBUM,561.0,413.0,75.0,551.0,2.0,2.0,177.0,0.0,0.0,173.0,4.0,177.0,90.0,167.0,0.0,6.0,163.0,12642000.0,151.0,11706000.0,254.0,28.0,128.0,105.0,98.0,72.0
262.0,JHARKHAND,Garhwa,428.0,348.0,34.0,417.0,2.0,6.0,46.0,1.0,3.0,47.0,0.0,47.0,39.0,41.0,1.0,3.0,40.0,3120000.0,36.0,2808000.0,253.0,40.0,51.0,44.0,162.0,24.0
263.0,JHARKHAND,Giridih,574.0,211.0,152.0,551.0,1.0,19.0,8.0,0.0,0.0,7.0,1.0,8.0,6.0,6.0,0.0,2.0,6.0,453240.0,5.0,375240.0,45.0,0.0,11.0,9.0,34.0,12.0
264.0,JHARKHAND,Godda,178.0,109.0,39.0,175.0,0.0,3.0,16.0,0.0,0.0,16.0,0.0,16.0,8.0,13.0,0.0,2.0,12.0,936000.0,11.0,858000.0,52.0,8.0,14.0,7.0,30.0,21.0
265.0,JHARKHAND,Gumla,107.0,77.0,15.0,105.0,0.0,2.0,8.0,0.0,0.0,8.0,0.0,8.0,3.0,8.0,0.0,0.0,8.0,624000.0,6.0,468000.0,38.0,16.0,10.0,8.0,12.0,5.0
266.0,JHARKHAND,Hazaribagh,811.0,311.0,187.0,796.0,1.0,14.0,40.0,0.0,0.0,40.0,0.0,40.0,15.0,38.0,0.0,1.0,36.0,2792880.0,32.0,2480880.0,129.0,16.0,21.0,16.0,92.0,48.0
267.0,JHARKHAND,Jamtara,106.0,63.0,22.0,105.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,156000.0,2.0,156000.0,44.0,28.0,4.0,2.0,12.0,6.0
268.0,JHARKHAND,Khunti,41.0,19.0,13.0,38.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,141240.0,2.0,141240.0,6.0,4.0,0.0,0.0,2.0,2.0
269.0,JHARKHAND,KODERMA,135.0,80.0,29.0,132.0,0.0,2.0,8.0,0.0,0.0,8.0,0.0,8.0,5.0,7.0,0.0,0.0,7.0,532320.0,7.0,532320.0,34.0,3.0,6.0,5.0,25.0,5.0
270.0,JHARKHAND,Latehar,200.0,168.0,18.0,200.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,15.0,13.0,13.0,0.0,0.0,12.0,920880.0,12.0,920880.0,73.0,16.0,16.0,15.0,41.0,14.0
271.0,JHARKHAND,Lohardaga,94.0,75.0,10.0,94.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,15.0,9.0,14.0,0.0,1.0,14.0,1061400.0,13.0,983400.0,51.0,17.0,13.0,7.0,21.0,8.0
272.0,JHARKHAND,PAKUR,65.0,44.0,11.0,64.0,0.0,1.0,11.0,0.0,0.0,10.0,1.0,11.0,9.0,11.0,0.0,0.0,11.0,858000.0,10.0,780000.0,29.0,5.0,12.0,11.0,12.0,3.0
273.0,JHARKHAND,Palamu,312.0,171.0,62.0,303.0,2.0,6.0,27.0,0.0,0.0,26.0,1.0,27.0,23.0,24.0,0.0,1.0,24.0,1872000.0,21.0,1638000.0,89.0,12.0,27.0,23.0,50.0,39.0
274.0,JHARKHAND,Ramgarh,522.0,236.0,43.0,522.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,34.0,18.0,31.0,0.0,3.0,31.0,2405040.0,31.0,2405040.0,90.0,11.0,21.0,17.0,58.0,14.0
275.0,JHARKHAND,Ranchi,2031.0,1648.0,191.0,2005.0,2.0,21.0,788.0,0.0,0.0,780.0,8.0,788.0,394.0,758.0,1.0,25.0,747.0,58030110.0,699.0,54286110.0,938.0,136.0,509.0,437.0,293.0,192.0
276.0,JHARKHAND,SAHEBGANJ,100.0,45.0,34.0,82.0,0.0,2.0,6.0,0.0,0.0,6.0,0.0,6.0,2.0,6.0,0.0,0.0,6.0,453240.0,6.0,453240.0,22.0,7.0,8.0,8.0,7.0,9.0
277.0,JHARKHAND,SARAIKELA KHARSAWAN,72.0,41.0,13.0,71.0,1.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,8.0,16.0,0.0,0.0,16.0,1248000.0,16.0,1248000.0,20.0,0.0,14.0,11.0,6.0,27.0
278.0,JHARKHAND,Simdega,78.0,58.0,9.0,77.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,1.0,3.0,234000.0,3.0,234000.0,29.0,19.0,6.0,2.0,4.0,2.0
279.0,JHARKHAND,WEST SINGHBHUM,113.0,68.0,25.0,100.0,11.0,0.0,19.0,0.0,0.0,17.0,2.0,19.0,15.0,16.0,0.0,3.0,16.0,1248000.0,14.0,1092000.0,40.0,3.0,22.0,16.0,15.0,33.0
280.0,KARNATAKA,BAGALKOTE,1277.0,611.0,406.0,1248.0,2.0,6.0,392.0,0.0,0.0,389.0,3.0,392.0,178.0,389.0,1.0,0.0,386.0,28903290.0,375.0,28046640.0,302.0,32.0,200.0,173.0,70.0,93.0
281.0,KARNATAKA,BALLARI,1126.0,313.0,513.0,1025.0,31.0,24.0,221.0,0.0,0.0,220.0,1.0,221.0,82.0,217.0,0.0,0.0,214.0,16410840.0,211.0,16178640.0,129.0,8.0,92.0,85.0,29.0,52.0
282.0,KARNATAKA,BELAGAVI,26166.0,1716.0,23966.0,25726.0,13.0,3.0,776.0,1.0,85.0,773.0,4.0,777.0,346.0,748.0,0.0,15.0,725.0,54446370.0,699.0,52515570.0,634.0,58.0,416.0,372.0,160.0,123.0
283.0,KARNATAKA,Bengaluru Rural,3107.0,559.0,2180.0,2468.0,1.0,629.0,418.0,0.0,0.0,416.0,2.0,418.0,55.0,411.0,2.0,1.0,402.0,30446190.0,390.0,29514690.0,107.0,13.0,64.0,54.0,30.0,238.0
284.0,KARNATAKA,BENGALURU URBAN,10954.0,6493.0,1600.0,10807.0,5.0,102.0,5407.0,133.0,7296.0,5401.0,139.0,5540.0,440.0,5466.0,2.0,41.0,5330.0,480414876.0,5214.0,468759276.0,846.0,96.0,531.0,470.0,219.0,464.0
285.0,KARNATAKA,Bidar,378.0,151.0,168.0,372.0,0.0,0.0,75.0,0.0,0.0,73.0,2.0,75.0,30.0,73.0,0.0,1.0,71.0,5455650.0,67.0,5158770.0,59.0,4.0,41.0,31.0,14.0,16.0
286.0,KARNATAKA,Chamarajanagar,351.0,98.0,241.0,334.0,0.0,2.0,59.0,0.0,0.0,59.0,0.0,59.0,26.0,58.0,0.0,1.0,56.0,4238880.0,53.0,4005330.0,48.0,7.0,32.0,28.0,9.0,36.0
287.0,KARNATAKA,Chikkaballapura,7465.0,147.0,6784.0,7095.0,0.0,283.0,32.0,0.0,0.0,32.0,0.0,32.0,6.0,29.0,0.0,1.0,26.0,1923120.0,26.0,1923120.0,28.0,6.0,14.0,11.0,8.0,19.0
288.0,KARNATAKA,CHIKKAMAGALURU,20360.0,474.0,19447.0,20220.0,8.0,21.0,145.0,0.0,0.0,144.0,1.0,145.0,80.0,141.0,0.0,4.0,140.0,10524120.0,135.0,10145820.0,148.0,12.0,107.0,94.0,29.0,60.0
289.0,KARNATAKA,Chitradurga,7257.0,410.0,6175.0,6988.0,1.0,169.0,111.0,0.0,0.0,111.0,0.0,111.0,48.0,109.0,0.0,1.0,103.0,7597260.0,97.0,7147080.0,120.0,22.0,60.0,50.0,38.0,92.0
290.0,KARNATAKA,Dakshina Kannada,2860.0,2551.0,245.0,2849.0,3.0,0.0,2015.0,6.0,268.0,2011.0,10.0,2021.0,658.0,1984.0,0.0,28.0,1952.0,150586908.0,1897.0,146304558.0,968.0,63.0,756.0,678.0,149.0,120.0
291.0,KARNATAKA,DAVANGERE,9318.0,612.0,7988.0,9234.0,1.0,71.0,209.0,1.0,576.0,210.0,0.0,210.0,60.0,200.0,0.0,3.0,192.0,14060700.0,183.0,13422120.0,132.0,20.0,70.0,65.0,42.0,36.0
292.0,KARNATAKA,Dharwad,2090.0,776.0,1243.0,2042.0,3.0,2.0,590.0,0.0,0.0,580.0,10.0,590.0,134.0,579.0,2.0,4.0,569.0,43324290.0,557.0,42408810.0,249.0,17.0,163.0,148.0,69.0,76.0
293.0,KARNATAKA,Gadag,758.0,156.0,529.0,739.0,2.0,0.0,114.0,0.0,0.0,113.0,1.0,114.0,39.0,114.0,0.0,0.0,113.0,8571660.0,107.0,8119680.0,73.0,9.0,46.0,39.0,18.0,22.0
294.0,KARNATAKA,Hassan,10070.0,311.0,9627.0,9970.0,2.0,5.0,187.0,0.0,0.0,187.0,0.0,187.0,84.0,170.0,0.0,15.0,162.0,12212670.0,158.0,11902470.0,145.0,13.0,97.0,87.0,35.0,87.0
295.0,KARNATAKA,Haveri,4599.0,221.0,4230.0,4541.0,3.0,5.0,129.0,0.0,0.0,129.0,0.0,129.0,62.0,125.0,0.0,4.0,123.0,9099870.0,117.0,8631870.0,94.0,8.0,65.0,64.0,21.0,44.0
296.0,KARNATAKA,KALABURAGI,1699.0,336.0,1273.0,1688.0,4.0,1.0,212.0,0.0,0.0,210.0,2.0,212.0,60.0,208.0,0.0,4.0,204.0,15746850.0,199.0,15361350.0,133.0,16.0,73.0,64.0,44.0,38.0
297.0,KARNATAKA,Kodagu,1194.0,207.0,968.0,1186.0,0.0,3.0,162.0,0.0,0.0,162.0,0.0,162.0,44.0,150.0,0.0,12.0,147.0,11048160.0,140.0,10506660.0,68.0,6.0,49.0,46.0,13.0,24.0
298.0,KARNATAKA,Kolar,9519.0,286.0,8981.0,8010.0,5.0,890.0,84.0,0.0,0.0,83.0,1.0,84.0,38.0,79.0,2.0,2.0,78.0,5793330.0,72.0,5340450.0,82.0,17.0,44.0,39.0,21.0,46.0
299.0,KARNATAKA,Koppal,2308.0,223.0,1859.0,2300.0,2.0,2.0,100.0,0.0,0.0,98.0,2.0,100.0,55.0,99.0,1.0,0.0,92.0,6950010.0,90.0,6812730.0,109.0,20.0,65.0,58.0,24.0,36.0
300.0,KARNATAKA,Mandya,2522.0,219.0,2185.0,2433.0,2.0,19.0,133.0,0.0,0.0,133.0,0.0,133.0,39.0,127.0,0.0,5.0,120.0,8895780.0,114.0,8427780.0,95.0,23.0,46.0,39.0,26.0,68.0
301.0,KARNATAKA,MYSURU,9250.0,1542.0,7497.0,8044.0,1001.0,68.0,1246.0,3.0,824.0,1243.0,6.0,1249.0,340.0,1221.0,0.0,26.0,1195.0,90709500.0,1153.0,87471000.0,537.0,53.0,379.0,349.0,105.0,160.0
302.0,KARNATAKA,Raichur,1548.0,350.0,1100.0,1543.0,1.0,1.0,168.0,2.0,2.0,167.0,3.0,170.0,78.0,160.0,2.0,1.0,153.0,11654670.0,139.0,10566270.0,140.0,21.0,88.0,75.0,31.0,21.0
303.0,KARNATAKA,Ramanagara,400.0,88.0,186.0,345.0,1.0,53.0,36.0,0.0,0.0,36.0,0.0,36.0,9.0,35.0,0.0,1.0,29.0,2224110.0,28.0,2146110.0,18.0,2.0,12.0,8.0,4.0,56.0
304.0,KARNATAKA,SHIVAMOGGA,14079.0,746.0,13122.0,14014.0,13.0,6.0,525.0,1.0,89.0,511.0,15.0,526.0,244.0,517.0,2.0,2.0,507.0,38887830.0,488.0,37426350.0,325.0,19.0,258.0,237.0,48.0,120.0
